"","per","pbr","pcr","psr","code"
"1",12.6064374242358,1.05383988202453,5.80749487158857,1.40873070547933,"005930"
"2",10.1721009425834,2.72327332248088,6.75571652215573,3.04099608602873,"000660"
"3",-90.5035829979385,2.97728190140959,18.0362697341393,3.59865103280301,"373220"
"4",67.8692347456845,6.74229845846286,44.3094931597662,16.1684388538253,"207940"
"5",19.805334326417,4.00644853470957,32.6851996288586,4.05071868426437,"012450"
"6",8.50331023977,0.721915333554013,10.7411347842396,NA,"105560"
"7",3.55519123991155,0.370272133527997,-7.86611807704536,0.254148885044444,"005380"
"8",376.631553527828,3.59801005591239,173.231854099917,2.5846421855961,"034020"
"9",4.17844544142024,0.731298852244705,3.25013110844927,0.380050287197251,"000270"
"10",95.6100117104329,2.29886928686412,44.8102361126511,11.3609625137042,"068270"
"11",68.1331879839099,7.42317795596382,14.6831638864038,2.92305086335554,"329180"
"12",18.3098051325915,1.30415716627964,13.5964389478358,3.27941898460564,"035420"
"13",7.53847016749809,0.570335423393006,7.2515184790005,NA,"055550"
"14",12.491214438237,0.747726171520593,8.42455337675769,0.661687367268996,"028260"
"15",61.8512929377012,6.71622070987375,-11.2454960409006,3.03114957316258,"042660"
"16",6.71102805281586,0.590162785429613,6.39999185717309,0.475518377465625,"012330"
"17",22.7298225774043,0.404991387200083,3.73469434998574,0.342379051591664,"005490"
"18",6.57207436094469,0.563869197228348,-10.0218907009952,NA,"086790"
"19",12.1985950256313,0.785022863409076,5.14041123289863,NA,"032830"
"20",5.98946984865951,0.813245960819228,4.64722702613548,1.93615261804072,"011200"
"21",22.8504857169666,1.8923426726854,6.24609424907315,1.0489073170025,"009540"
"22",7.14273975182576,0.602964605671038,1.57093394419599,0.2670299585054,"015760"
"23",514.879512759494,2.04210293809753,22.7691619796881,3.61711409931781,"035720"
"24",-28.8642884607034,0.415504305559896,2.8439081182351,0.407684523040471,"051910"
"25",48.2007128338658,9.7620178448559,137.634175804211,4.48130284972353,"064350"
"26",9.78535848524306,1.30051655247337,6.48894127118644,NA,"000810"
"27",9.42966408152292,1.98954696600183,-5.54993321892706,NA,"138040"
"28",5.12819636365105,0.972465269772381,100.242743655789,3.10273214866824,"402340"
"29",6.1240938757129,0.526502179963672,-3.08337880352569,NA,"316140"
"30",35.0338483104067,11.6570337064677,17.000075759408,5.28940141242513,"267260"
"31",-7.29110356707965,0.415595238748112,7.3809155931019,0.220537415335198,"096770"
"32",260.143974960876,4.43344445926123,25.3983193277311,1.67858549343135,"010140"
"33",84.6452661655317,2.12744309858599,31.3276101415277,1.34065505488306,"010130"
"34",13.9999621248177,1.74384312110915,19.8464743389274,2.76194080843826,"033780"
"35",11.4482526628895,2.18953636687118,16.4693939894261,5.51795807919404,"259960"
"36",5.86799297059558,0.453327746135532,-0.787015905278586,NA,"024110"
"37",30.1204050058401,0.836972751214808,-131.185746511628,1.08793039621027,"006400"
"38",-10.4488694738919,0.168236071230266,1.66544438169981,0.108326331208337,"034730"
"39",29.8481987125239,0.780018773344817,2.77105449376209,0.531099906720088,"030200"
"40",50.21199819576,8.99628252788104,11.6945057253913,3.39773525012972,"079550"
"41",34.2172219765986,0.498769582233645,3.27239416982851,0.143338505479424,"066570"
"42",20.4396415964851,0.417546263960672,8.62773560448035,1.63705135886001,"003550"
"43",15.47556,1.20705987594535,9.46284242326333,0.847181767692108,"018260"
"44",9.63823546096624,1.01877997001082,2.36858883362491,0.671645428430487,"017670"
"45",20.8734183349705,0.402673097032037,1.41444051554283,0.156784119560662,"267250"
"46",-68.3750499481865,4.37163773648547,21.6366419794306,3.92335552420336,"003670"
"47",11.6402469992187,0.874748374020891,-1.0465695281582,NA,"006800"
"48",12.1560471706737,1.50946716007901,6.26531285337354,0.468099861303745,"086280"
"49",22.6636731245873,4.26092811641285,77.6478635030166,3.67232824499768,"272210"
"50",1256.2095212234,3.36056961110479,77.8916193898417,5.23513455377727,"352820"
"51",50.89544393531,5.51144474605954,27.4916909002669,2.31446901327886,"298040"
"52",38.2189731617647,12.555025,29.0459924559933,6.01594947916667,"003230"
"53",17.884251170078,1.34708625534888,8.49433135375577,1.17982096245422,"009150"
"54",129.397301171146,4.25367982182545,167.552915619048,4.42421375026598,"000100"
"55",16.8196680326467,1.17768571598068,9.87045406500171,0.267631016227181,"047050"
"56",4.92877511341542,0.971773575261947,2.72959263025662,NA,"005830"
"57",-40.5425659814324,0.771330032802052,29.7944393274854,0.505750785864368,"000150"
"58",51.4845277530505,5.12997176140574,-12.16765617454,2.43842012997771,"047810"
"59",6.96021745912093,0.83631553368542,2.01116375856018,0.513057376538132,"003490"
"60",38.7116653268978,11.4058028804137,35.790622831643,5.0543618034947,"443060"
"61",-649.733603781022,4.65844168505338,70.0893730062992,11.6175285458105,"377300"
"62",38.5839966485128,4.87275805512936,40.026075619296,2.02337536798629,"010120"
"63",7.36974502260267,0.78713071036006,-0.985698063935164,NA,"071050"
"64",58.0867273918742,16.3875662784248,62.6876562942008,15.8597863660762,"042700"
"65",71.933728056872,3.60283341720471,21.0280086173455,1.63909466738661,"010620"
"66",32.7308390112173,13.7252838850174,83.0169963119073,14.3869849342586,"326030"
"67",12.0890294224545,1.34645367131055,21.4386016544096,1.84582436833029,"090430"
"68",13.3240402022631,2.35789779368605,22.815855702089,1.74846920915988,"021240"
"69",16.025633570825,2.40394177372329,124.254912397816,27.2578367032854,"180640"
"70",-42.1132057320688,0.734740294847664,-59.8021700925926,0.217460439818428,"000720"
"71",8.13588339780078,0.158967434911961,0.913971496366807,0.113017062373757,"000880"
"72",-35.6998283440414,0.792362444270666,4.69478527555192,0.188063074771406,"010950"
"73",19.1911260510288,3.29525411984172,9.77797797819402,1.16925173763915,"064400"
"74",10.0359692681812,0.848794257760426,-1.6421712527605,NA,"005940"
"75",-3.67187131871262,0.486171839085878,8.07639166797181,0.416070363078909,"009830"
